Campus,Semester,Course,Feedback_good,Feedback_bad,Feedback_extra
Aalborg,1,Semester,"God information til studiestart og semesterstart fra administrationen.    Tutorkorpset har gjort en særlig indsats for alle de nye ruslinge, hvilket værdsættes stærkt i denne gruppe.","Gruppedannelse    Semesterstart var ikke godt tilpasset til Corona-regler, og det virkede samtidig til, at administrationen ikke var ordentligt informeret om hvordan reglerne skulle efterleves.","Mange i gruppen havde ønsket, at P0 og P1 i stedet blev to dele af samme projekt, så man kan bruge det, man lavede til P0 til noget i P1."
Aalborg,1,Studiemiljø,Gode servicemeddelelser og generel god serviceinformation,De fysiske faciliteter er i bedste tilfælde undervældende (utætte vinduer og døde stikkontakter).,
Aalborg,1,Datalogiens teoretiske grundlag,"Det er super godt, at vi kan se de planlagte lektioner langt frem.","Videolektionerne er korte og giver ikke mulighed for interaktion med underviseren. Dette kunne gøres bedre ved, at der foretages undervisningen vha. MS Teams eller ved at gøre videoerne længere med flere konkrete opgaveeksempler.    Opgaverne fra Connect er ringe matematisk formuleret.",
Aalborg,1,Imperativ programmering,"Hjemmesiden er god med nogle gode videoer, og forelæsningerne på MS Teams er gode.",Formuleringen af eksamensopgaverne kan forbedres.,
Aalborg,1,Problembaseret læring,Forelæsningerne på MS Teams fungerer fint.,Størrelsen på pensummet virker til at være mindre end de forrige år.,
Aalborg,1,Project,,Der er stor forskel på vejlederne med hensyn til engageringsniveau.,"Projektmarkedet kunne sagtens være foretaget online, så vi kunne have undgået at mødes så mange mennesker i samme rum."
Aalborg,1,Semester,,Online undervisning er meget dårligere end normal undervisning. Dette kunne til dels undgås ved at foretage forelæsninger på MS Teams fremfor kun at uploade videoer.,
Aalborg,1,Studiemiljø,,"Det fungerer helt forfærdeligt at dele grupperum.    Vi bliver depressive, da vi ikke kan få lov at drikke øl.",
Aalborg,1,Datalogiens teoretiske grundlag,Lærebogen er fin til undervisningen  Eksemplerne i Jarons videoer er fine,"Mange videoer der ikke er lavet af Jaron er ikke gode (TrevTutor er god, de andre er ikke gode)  Flere videoer af Jaron. Eventuelt brug videoer sammen med forelæsninger",Hjælpelærerne må meget gerne aktivt opsøge grupper og få status på opgaveregning
Aalborg,1,Imperativ programmering,Kombination af videoer og forelæsninger fungerer meget godt.  Kurt er god til at formidle. Kurt er også god til at komme rundt til alle grupper.,Nogle forelæsninger bliver meget lange. En pause i midten kunne hjælpe folk med at holde fokus.,
Aalborg,1,Problembaseret læring,Forelæsningerne fungerer godt. Opgaverne midt i forelæsningen fungerer rigtig godt.  Pauser i forelæsningen er godt.,Feedback på opgaver og statusseminar er meget vagt og intetsigende.   Læsestof man skal læse som forberedelse bliver oplyst for sent. Oplys det tidligere.,"Opgaverne i PBL bør hænge mere sammen med projektet. Der er større interesse i at lave opgaverne godt, hvis de kan bruges i eget projekt senere."
Aalborg,1,Project,"P1-projektet fungerer godt, da vi selv måtte lave grupper.",Projektkataloget i P0 passer ikke med hvad man skal lave i P1-projektet. P0 projektkataloget bør afspejle hvad man laver i P1 i højere grad.,
Aalborg,1,Semester,,Delte grupperum er forfærdelige.,
Aalborg,1,Studiemiljø,,Delte grupperum er stadig dårlige. Andre grupper larmer for meget. plz fix  Toiletterne kunne være bedre.  Det er en mental ekstremsport at dele grupperum.,
Aalborg,1,Datalogiens teoretiske grundlag,,"DTG - videoerne kan forekomme for teoretiske, dårlig lyd eller være utilgængelige under skemalagte timer.    I og med det er videoer, vil vi stærkt anbefale at de opdeles i afsnit under optagelsen, for at eliminere episoder for underviser begår en fejl i 30-60 sekunder, og derefter retter sig selv. Dette kan være utroligt irriterende når man vil gense en del af en video, men overser rettelsen.",
Aalborg,1,Imperativ programmering,"Godt struktureret.    Det er rigtig godt man nemt kan finde en video, der netop handler om kun et emne.","Videoerne kan ofte forekomme meget nemme, ift. de opgaver der skal løses.    Der forekommer store hop i sværhedsgraden, de første 2 kursus gange var utrolige nemme, men efterfølgende steg det meget i niveau.",
Aalborg,1,Problembaseret læring,,"Stop med at skemalægge PBL, hvis der ikke forekommer undervisning, det er utroligt irriterende når man skal planlægge sin uge. Det forekommer ofte, hvis det er ment man skal arbejde med P0 eller P1.",
Aalborg,1,Project,Det er meget samfundsrelevant,Mere programmering fremfor redegørelse og analyse.,
Aalborg,1,Semester,"På trods af COVID-19, synes vi AAU har gjort det rigtig godt.","Det kan forekomme utroligt svært at holde styr på alle de mails der bliver sendt fra studiet. for eksempel for vi mail hver gang der er noget nyt med COVID-19. Det ville være mere overskueligt, hvis vi kunne se informationer som dette kun på Moodle, så det ikke spammer vores indbakke.",
Aalborg,1,Studiemiljø,Det her burde i nok ikke spørge om i år (COVID-19),Det her burde i nok ikke spørge om i år (COVID-19),Det her burde i nok ikke spørge om i år (COVID-19)
Aalborg,1,Datalogiens teoretiske grundlag,God hjælp fra hjælpelærer  nogle af videoerne var gode. tilsikre at alle videoer er af god kvalitet teknisk og fagligt.  opgaverne i connect er gode  opgaverne i bøgerne var også meget gode for det meste.,"Håndskrift kan forbedres  nogle gange bliver der skrevet op på tavlen uden der bliver forklaret, som kan forvirre.  Istedet for videoer kan der bruges digitale forelæsninger.",
Aalborg,1,Imperativ programmering,Videoerne er meget gode.  VIMA  gode slides  Kurt er god til at svare på spørgsmål   God struktur  Passende afleveringsopgaver,,De digitale forelæsninger har fungeret fint
Aalborg,1,Problembaseret læring,Strukturen er god  Forelæsningerne  relevant læsemateriale,Opgaverne har nogen gange virket fjernt fra det vi arbejder med.,Uklarhed om eksamene
Aalborg,1,Project,god opstart på projektet   god vejleder,Dårlig kommunikation omkring sygdom og fravær.  Vores gruppe har ikke været hele gruppen tilstede i lang tid.   manglende engegement fra vores fraværende medlemmer når de møder op.   Svært at arbejde hjemmefra.,"Vi fik tilsat et gruppemedlem uden blive spurgt, og det har ikke fungeret optimalt. Måske spørg gruppen næste gang."
Aalborg,1,Semester,"Masser af information i semesterrummet, nogle gange svært at navigere rundt i.",Moodle appen er ikke særlig god.,Corona har lukket alt socialt ned.
Aalborg,1,Studiemiljø,Grupperumskvalitet kan variere,fælles grupperum er træls.,Vores whiteboard blev stjålet og erstattet med en kridttavle :(
Aalborg,1,Datalogiens teoretiske grundlag,Vi kan anvende noget af det i programmering.,"Videoerne er skrald, de er ikke særlig godt forklaret.  Læreren var ikke tilstede store dele af kurset.  Opgaverne fra workshoppen hænger ikke sammen med noget af det vi lærte.  E-bogen på connect fungerede dårligt.",
Aalborg,1,Imperativ programmering,Hele kurset,"Introduktionsvideo til eksamensopgave ville være lækkert.  Det var lidt uklart i starten af kurset, om der var forelæsning eller ej.",
Aalborg,1,Problembaseret læring,Lagde slides op.  Generelt var det ok :)  God til feedback,"Kunne godt lade være med at læse op direkte fra slides, det er ok at der står sætninger, til hvis vi skal bruge dem senere.","Det nemt, alt man gør er rigtigt. Det giver et kæmpe selvtillidsboost."
Aalborg,1,Project,Når man er i gang gik det godt.   Vejleder har været ok.,"Kunne godt bruge en introduktion til et projekt, i stedet for at man bliver kastet sammen i en gruppe, hvorefter man skal finde ud af et projekt.","Vejleder skal ikke invitere til et møde 20 min før det starter, når vejleder modsat spørger om en agenda for mødet mindst en dag før."
Aalborg,1,Semester,Impr var godt.  PBL var ok.,"Noget af stoffet fra DTG kurset har umiddelbart ikke relevans for programmering. Kunne overvejes at der kigges på stoffet igen.    Planlægning af kurser kunne tages til overvejelse, der var langt i mellem nogle af kurserne, især DTG.    Corona",
Aalborg,1,Studiemiljø,Kender min gruppe - A403.,"Dårlig udluftning i lokaler.  Rengøring er elendig, de tømmer sjældent skraldespand.    Vinduet er ved at falde af :/",Hvilket?
Aalborg,1,Datalogiens teoretiske grundlag,"Møder på teams fungerer fint, der burde være mange flere.",Panopto  Selvstudie virker mærkeligt,
Aalborg,1,Imperativ programmering,Det meste af kursuset.,"Hjælpelærer både på teams og på gangene der spørger konstant hvordan det går, det er forstyrrende når de kommer for ofte.",
Aalborg,1,Problembaseret læring,"Vi har fået nogle gode værktøjer, men mange af dem er kommet lidt for sent i forhold til hvornår vi skulle bruge dem i projektet. Skift mellem lektion og opgaver fungerede super.",Workshops skulle have haft mere relevans til vores projekt. Fx caseworkshoppen hvor vi i stedet for at arbejde med vores eget projekt arbejdede med et projekt der ikke virkede relevant.,
Aalborg,1,Project,Super godt med P0 som introduktion til projektarbejdet. Statusseminar var super godt. Gruppedannelsessystem fungerede godt.,Forskelle i vejlederes holdninger til hvordan problemanalysen skal udføres.,
Aalborg,1,Semester,Tutorene har gjort hvad de kunne inde for de rammer der er blevet stillet og de har været super.,"Nogle uger havde mange flere timer end andre. Mangel på socialiseringen på trods af corona, der kunne godt have været noget mere virtuelt socialisering. Klynger fungerede slet ikke (især ikke for os i klynge 3 på dat).",
Aalborg,1,Studiemiljø,"Grupperummene har været fine, lidt nedslidte, men ellers fine.",Dobbeltgrupperum kan give nogle konflikter.,
Aalborg,1,Datalogiens teoretiske grundlag,,Alle i gruppen synes ikke rigtig det fungerede med hensyn kommunikation mellem læren og de studerende.     Der var ikke rigtig form for hjælp eller støtte til at kunne lave opgaverne.     Undervisnings var ret dårlig med hensyn til de givne undervisnings matrialer.,
Aalborg,1,Imperativ programmering,Afleveringer fungeree rigtig godt fordi der var præcise datoer.,"Det ville være bedre, hvis man allerede kunne se indholdet af eksamensopgaverne forude.      Nogle af de ansatte hjælper med hensyn til hjælp efter forlæsningerne hhavde ikke kompetencerne til at hjælpe os videre med Evt. opstående problemer i vores program kode.      En anden ting er at der var for mange opgaver i forhold til tid, hvilket gjorte det ret svært at blive færdig.",
Aalborg,1,Problembaseret læring,"Fint, men det kunne godt være mere fokuseret.","Nogle af tingene kommer forsent i forhold til projektet (P1), hvilket var nogle af samarbejdsteknikkerne som kom ret sent i kurset.",
Aalborg,1,Project,,Vi bliv ikke introduceret til hvordan man laver løsningen til P1. For eksempel fik vi ikke nogne former for viden til hvordan man kunne lave implementation og design sketionerne i vores rapport.    En anden dårlig ting er at man ikke kan få hjælp til programmering i December.  Og onsdag slutter d. 9 december. Der må også gerne være flere lektiehjælper til projektet.,
Aalborg,1,Semester,,"Forlæsningerne ligger ikke fastlagt, hvilket gøre det svært at kordinere gruppe arbejdet samt relavante studiejobs.    Forlæsningerne har ofte store pauser imellem og efter en periode begynder de så med at komme lige efter hinanden , hvilket har gjort det ektremt tidspresset at lave alle opgaver samt ha' fokus nok til at forstå de ting som man skal lære.",
Aalborg,1,Studiemiljø,,Grundet corona har der ikke været mulighed for at deltage i studiemiljøet.,
Aalborg,1,Datalogiens teoretiske grundlag,Fine workshops.    Gode videoer fra youtube.,"Selvstudie uden hjælpelærere. Nogle gange ville det have været rart, hvis der havde været hjælpelærere til stede.    Manglen på forelæsninger gjorde, at det var lidt omstændigt at få svar på spørgsmål, der dukkede op efter en lektion. Vi sendte flere gange mails med spørgsmål, men da der ikke var forelæsninger særligt ofte, kunne vi ikke nødvendigvis få svar ved næste forelæsning. Det ville være rart med en lille introduktion ved forelæsningerne fra underviser.",
Aalborg,1,Imperativ programmering,"Forelæsninger: rigtig godt med en gennemgang af pensum og mulighed for at stille spørgsmål. Underviseren har også været rigtig god til at komme forbi alle grupperum hver gang, hvilket har givet mulighed for at stille uddybende spørgsmål.","Aflevering af opgaver/eksamensopgaver tæt op af hinanden har været lidt træls. Det ville være rart, hvis der i hvert fald var tre dage imellem, hvis det er muligt.    Nogle af opgaverne har også været lidt udfordrende for nogle studerende, så der ville det være en hjælp med flere hints eller måske links til opgaver fra lektionerne, hvor man kunne få inspiration til opsætningen af elementerne i sit program.",
Aalborg,1,Problembaseret læring,"Fine forelæsninger, og gode personlighedstests m.v., som har givet gruppen en bedre forståelse for interne dynamikker.","Gerne mere rettet mod eget projekt, fx ville det have været fint at lave interessentanalyse på vores eget projekt i stedet for at skulle lave det på et nyt område.",
Aalborg,1,Project,"Fine vejledermøder, god hyppighed.     Statusseminar: god feedback fra vejleder og opponent, men opponentgruppen virkede ikke til at være så godt forberedt.",Vi skal blive bedre til at lægge op til diskussioner med vejleder.,
Aalborg,1,Semester,Overvejende meget høj tilfredshed med online undervisningsmetoder i kombination med gruppearbejde.,"Det er lidt ubelejligt for mange, at der ligger en undervisningsgang med fysisk fremmøde mandag d. 21. december, da det korter jule-""ferien"" betydeligt ned. Det ville være rart, hvis den var online i det mindste.",
Aalborg,1,Studiemiljø,"Generelt gode forhold, især når man har sit eget grupperum. Det ville have været rart med projektorer/tilsvarende til alle grupper.",,
Aalborg,1,Datalogiens teoretiske grundlag,"Videoerne har været acceptable, men kan forbedres kraftigt.     Mikrofonen skal forbedres så det er klart hvad underviser siger, og alt baggrundsstøj skal fjernes.  Være bedre til at give en disposition til det emne, som skal undervises, så det er lettere at følge med i.","Ny media player, den nuværende er clunky.  Ofte loader videoerne ikke.    Flere og mere relevante opgaver til hvert emne.  Flere uddybende videoer om alle emner.    Connect skal erstattes, det fungerer ikke ordentligt, og man ender med at bruge meget tid på at få det i orden, i modsætning til selve læsning.",
Aalborg,1,Imperativ programmering,"Videoerne er gode.    Rig mulighed for at læse på forskellige måder (quiz/bog/opgaver).    Eksamensopgaverne ligger godt i forhold til hvad der forventes af hver opgave, og hvor langt man er kommet i kurset.",I P1 kunne vi godt have tænkt os at have værktøjer til at arbejde sammen og fordele arbejdsopgaver mht. selve kodningen.    F.eks. forskel på niveauer og introduktion til github.,
Aalborg,1,Problembaseret læring,"Velforberedte online forelæsninger, hvor der var en klar disposition og rød tråd at følge.     God kontakt mellem lærer/hjælpelærere og studerende.    Fremlæggelser giver mulighed for god kritik og øvelse til eksamen.",Bedre overblik over teori.     Hvad er vigtigt at huske mht. eksamen. (f.eks. modeller og fagbegreber).,
Aalborg,1,Project,"Eksamen i P0 fungerede mindre godt da det foregik på Campus, og ikke på basis.",NOVI9 er ikke på AAU map.,
Aalborg,1,Semester,,At dele rum med andre grupper er ikke optimalt.,
Aalborg,1,Studiemiljø,,Flere sociale aktiviteter.    Kunne have haft flere aktiviteter klyngevis.,
Aalborg,1,Datalogiens teoretiske grundlag,"Skraldespand på gangen, fungerer godt  Jaron og Reto er gode til at hjælpe","Sammenhæng mellem opgaver og videomateriale er ikke så stor, som man kune ønske sig.    Videoer kunne gøres mere profesionelle/pædagogiske",
Aalborg,1,Imperativ programmering,"Videoematerialet er godt    Faste afleveringsopgaver er godt, for at følge med i, om man har lært det man skal",Afleveringsopgaverne klumper med eksamensopgaverne    Hjælpelærer kan have forskellige holdninger til faget,
Aalborg,1,Problembaseret læring,Fokus på problemanalyse er godt.,"Sammenhæng mellem PBL og resten af kurserne eksisterer ikke. PBL vejleder ved ikke nok om faget, og de ordinære vejledere interesserer sig ikke for PBL.",
Aalborg,1,Project,"Gode emner at arbejde med.    Meget motiverende at arbejde med projekt ift kurset.    Sjovt, spændnede, udfordrende. (Andvendt teori)",P0 kunne gøres mere spændende.,
Aalborg,1,Semester,,Sociale aktiviteter på datalogisk institut var mere lukket ned end andre,
Aalborg,1,Studiemiljø,,Delte grupperum er håbløst,
Aalborg,1,Indledende programmering for datavidenskab,"Omstilling til online undervisning fungerede godt.   God konkret forklaring af et stykke kode er brugbart.   En bedre struktur i slides. Ting der er defineret 5 slides tilbage, kan være svært at holde overblik over.","Der kunne godt være flere eksempler på slides.   Opgaverne kan godt forbedres, da de somme tider er en smule forvirrende og mindre godt formuleret.  En fremtidig ændring er live compiling af koden.",
Aalborg,1,Problembaseret læring,"God feedback og live sessions med kursusholdere.   Teori er godt forklaret, men som et fremtidigt foreslag kunne der være nogle øvelser med eksempelvis samarbejde involveret.",Svært at have et overblik over hvad kursusholdere forventer som slutresultat af nogle opgaver. Bedre definition fremover.,
Aalborg,1,Project,"Administrativ gruppedannelse til P0 fungerede godt.   Kommunikation med vejleder fungerer godt, og der er meget god vejledning.   Valgmuligheder var gode og varierende.","Gruppedannelse til P1 fungerede ikke så godt, og kan derfor overvejes at være administrativt P1 såvel.   Det var i starten af P0 svært at finde ud af hvad vores slutprodukt skulle være, så i fremtiden kunne det overvejes at have en lidt grundigere indførsel.",
Aalborg,1,Semester,"Gode omgivelser på uddannelsen.  Styregruppemøder er givende, og vi føler der bliver lyttet på vores indvendinger. Kurser er relevante for sammenspillet af det og vores projekt.","Start på semester var en smule forvirrende, da det var svært at finde informationer. Generel informationer vil kunne samles et sted så der ikke er mange forskellige sider at skulle tjekke.",
Aalborg,1,Studiemiljø,"Gode fysiske omgivelser. Rengøring er i top og grundig.   Gode muligheder for pauser i kantinen.   Vores studesekretær gør sig synlig, så alle ved at man kan gå til hende hvis der er tvivl eller spørgsmål.","Kantinen på strandvejen har meget begrænset udvalg, hvilket gør at vi ofte vælger alternativer. Bedre udvalg og varmt mad (som vi oplevede i starten), vil være en opgradering.",
Aalborg,3,Design og evaluering af brugergrÃ¦nseflader,"Opgaverne, der omhandler projekt. Endnu bedre hvis de passede bedre i timning, da vi i projektet ikke var langt nok fremme til at kunne lave opgaverne.","Nogle mener at live (virtuelle) forelæsninger er at foretrække over videoer. Andre mener modsat.     Prezi-slides er ikke gode at følge med på. Nogle videoer er kun 15 sekunder lange, hvilket er irriterende.","Eksamensspørgsmål hvor der er flere svar muligheder, men formuleret som: ""Vælg de bedste..."", og så skal alle svar vælges giver ikke mening. Det er næsten umuligt at vide hvad bedste er, når alle alligevel skal vælges. Mange af denne type opgaver fra prøveeksamenen d. 3/11."
Aalborg,3,Objektorienteret programmering,"Det er godt at se Thomas programmere live, da det viser hans tankegang.     Konkrete eksempler på løsninger af opgaver er gode.     Det er godt at kunne finde hans kode på Github, hvis man er i tvivl om noget i kurset.    God til at give motivation til at bruge de ting vi lærer udenfor kurset.","Opsummering fra sidste gang tager for meget tid.     Vigtige programmeringsteknikker blev introduceret efter vi skulle have brugt dem til projektet. Måske forelæsninger kunne vægtes mere til tidligt i kurset, så det meste af kurset er færdigt, inden man begynder at programmere.",
Aalborg,3,Systemudvikling,"Det var godt at de fleste kursusgange kom tidligt, så man kunne bruge det ordentligt i projektet.     Eksempler på hvordan man kunne bruge de forskellige teknikker var gode.     Afleveringsopgaverne og feedback herpå var gode, omend der kunne være flere, og måske mindre opgaver i stedet.","Brugte for meget tid på at samle op. Varede op til 1/3 af forelæsningen.     Opgaverne var nogle gange meget omstændige at lave med det gennemgående ""projekt"" om mobiler og elevatorer.     Én siger at feedback var ubrugelig for vedkommendes afleveringsopgaver",
Aalborg,3,Project,"Det er godt selv at kunne vælge projekt, da man kommer til at arbejde med noget man synes er interessant.","Det tog meget lang tid at komme i gang med projektet, og det var ikke tydeligt hvornår og hvordan man skulle finde en samarbejdspartner. Der stod man skulle gøre det med vejleder, men ved vores første vejledermøde, var det allerede forventet at man havde et projekt.    Deadline for projektressourcer skete før grupperne havde haft en chance for at  vælge, og derfor var det ikke muligt at få de ressourcer man havde brug for.     Selve studiestarten og gruppedannelsen spildte meget tid, da man ikke kunne begynde på projektet. Der er ingen grund til at bruge så meget tid på gruppedannelse (der blev brugt en hel uge. 1-2 dage havde været nok)","Projektforslag, der kommer ind gennem matchmaking systemet skal gerne undersøges nærmere."
Aalborg,3,Semester,"Gode lokaler. Godt med en skærm til gruppelokalerne, omend den ikke blev brugt meget, da man tit arbejdede hjemmefra.",,
Aalborg,3,Studiemiljø,Gode lokaler.     Stream af forelæsninger kom til at fungere fint,"Folk skrev irrelevante og nogle gange direkte dumme beskeder i chatten til streamen af forelæsninger. Forstyrrende for indlæring. Måske man kan moderere chatten (ved at smide folk ud, der forstyrrer. På samme måde som man ville gøre det til en fysisk forelæsning). Måske dem der forstyrrer kan bannes, og så med eget initiativ få lov til at være med igen (mod at de opfører sig ordentligt).",Ikke meget at sige pga. Covid 19
Aalborg,3,Design og evaluering af brugergrÃ¦nseflader,,"Viedoerne har dårlig lyd.  Redigering af videoerne ville gøre meget, eksemplevis kunne de mange ""øhh"" blive klippet væk.",
Aalborg,3,Objektorienteret programmering,Opgaverne virker fint   Man kan mærke at han ved meget,"Live Code kan hurtigt blive meget forvirende, når der ikke er  en dagsorden",
Aalborg,3,Systemudvikling,Man kan mærke at han ved meget om stoffet,Mangel på eksempler   Han genbrugere eksempler fra bogen i forlæsninger,
Aalborg,3,Project,,Klare retningslinjer for hvad vi skal   Gøre det mere klart hvad vi skal fra starten af,
Aalborg,3,Semester,,Det er meget nemt at falde bagud når der er så mange forlæsninger på en uge    Hvorfor virker online forlæsninger ikke optimalt endnu?   - Lyden var ofte meget dårlig,"Meget rodet i forhold til hvad vi har skulle lave i projektet, Hvordan vi skulle lave grupper , Hvad vi måtte lave projekt om   Intet socialt  (Corona)"
Aalborg,3,Studiemiljø,,!!! INGEN VARM MAD !!!,Vi har ikke haft noget studie miljø
Aalborg,3,Design og evaluering af brugergrÃ¦nseflader,Opsætningen af kurset var nice.,Videoerne har meget svingene kvalitet i lyd og video.  Opgaverne var meget det samme/ gentagelse af det samme.,
Aalborg,3,Objektorienteret programmering,Kursus opgaverne var fine.  afleveringsopgaverne var også fine.,"Forlæsningerne føltes ret meningsløse når kunne få informationen mere effektivt andre steder. dette skyldes nok:  Hans uendelige mange pauser.  Hans uendelige mange sidespor.  Hans uendelige mange intetsigene sætninger.  Hans prioritering af mindre relevante spørgsmål er alt for høj, folk må altså lære at der er noget der Google.com    Vi fortrækker slides istedet for live kode eller ihvertfald meget større grad ved godt ikke alle er enige men det vores feedback og vi er faktuelt superior :)    og hvorfor har han valgt ikke at lægge forlæsningerne op. FOMO er en meget cheap måde at virke relevant på.",
Aalborg,3,Systemudvikling,meget relevant.  forlæsningen var ret nice  quizzerne var ret nice,Høj dependancy på tidligere opgaver uden konkret facit/vejledning.  så hvis opgaven før hen var lavet forkert kunne det spænde ben for resten af kursets opgaver.,"Hvorfor bruger han sin egen bog til forlæsning, kan der ikke være conflict of interest med hvad han tjener."
Aalborg,3,Project,Koncepted bag at have en informant er fint.,"Mangle på klar kommunikation fra administrationens side eksempel: ""det i har hørt er rygter""   men hvordan skal vi vide det hvis det ikke er klokke klart hvordan ting skal forløbe?    Vi forstod ikke at om vi skulle kontakte firmaer eller omvendt.    Generelt så forstår vi heller ikke hvorfor det er noget vi skal, er det ikke generelt firmaer der kontakter os?    Vi blev heller ikke informeret om at vi skulle tolke firmaet som informant, kunde eller noget 3rd.",
Aalborg,3,Semester,,"Covid-19 håndtering har virket hovedløst og at man måske skulle have overvejet at spørge de studerene før man antog at de kendte hinnanden.    Studiestart gav os 2 måneder til at lære hinanden at kende og hele p2 forgik under covid-19 aka hjemme.    ret lort at man får en eksamenopgaven med praktisk talt 0 varsling, i kan ikke forvent man kan sætte 20 timer af hver eneste uge i tilfælde af at der lige pludslig kommer en eksamenopgave på udefineret dato.    Generelt så er semesteradministrationen bare af lavere kvalitet end under Kurts og Dianas administration.  De virker arrogante og jeg ved godt at det her bliver læst  -Silas Bachmann",
Aalborg,3,Studiemiljø,mikroovn er nice.  nice at kunne have et grupperum igen,"køkknet er lidt klamt i blå område, desuden så er kantine udvalget håbløst og det ser lidt trist ud at alt den mad går til spilde    plz giv hdmi kable til tv og ikke bare et tv :(",
Aalborg,3,Design og evaluering af brugergrÃ¦nseflader,"Det fungerede godt med videoforelæsninger.   Det var rart at have både bog og forelæsningen, man kunne finde svar i undervejs i gruppearbejdet.","Flere i gruppen tænkte, at det ville være bedre med almindeligt PowerPoint frem for Prezi.     Da kurset vedrører design af brugergrænseflader gik der længere tid, før dette blev relevant ift. projektet, og derfor syntes der at være et mindre tydeligt sammenspil mellem disse ift. f.eks. SU-kurset og projektet.",
Aalborg,3,Objektorienteret programmering,"Det var godt, at der var et miniprojekt, som man kunne øve sig på. Gerne flere af dem. At nogle studerende ikke afleverede et miniprojekt burde ikke ses som en indikator for, at de ikke har lavet det, men derimod, at en aflevering synes ligegyldig, når man ikke får respons alligevel. Så ja - flere miniprojekter, man kan øve sig på.     Opgaverne var ift. forelæsningernes emner spændende og relevante.","Der blev ikke informeret om hverken eksamensform, tidsfrist for aflevering af eksamensopgaven eller hvor lang tid man er forventet at bruge på eksamensopgaven. Det har skabt en del forvirring.   Et forslag er, at man kunne informere om eksamensform, frist for aflevering af opgave, udlevering af opgave mm. ved den allerførste forelæsning (ligesom det blev gjort i de øvrige kurser) og desuden inkludere et dokument med eksamensinformation på Moodlesiden.","Forelæsningerne er lidt overfladiske, og undervisningen ville være bedre, hvis underviseren brugte mere tid på at besvare spørgsmål ordentligt og pædagogisk."
Aalborg,3,Systemudvikling,"Det var rart, at der var så meget i kurset, der var relevant og brugbart ift. projektet. Konceptuelt fungerede det også godt sideløbende med objektorienteret programmering.","Der manglede nogle vejledende opgaveløsninger, hvor man kunne få en idé om, hvorvidt man havde besvaret sine opgaver korrekt (også selvom der ikke nødvendigvis er én måde at gøre tingene på).   Forslag: opgaveløsninger fra tidligere år, eksempler fra instruktører, hvis de har besvaret de samme opgaver som vi sidder med.",God og engageret underviser :)
Aalborg,3,Project,"Det fungerede godt, at der var så god en sammenhæng mellem kurser og projektet. Kurserne kunne meget nemmere inddrages.","Gruppedannelsen var mindre god, da der ikke var særlig megen klarhed over, hvordan grupperne skulle dannes (at vi åbenbart skulle danne 6 grupper) og hvordan vi skulle vælge vejledende emner forud for den endelige gruppedannelse. Ingen i vores klynge havde forstået det.     Et forslag er, at man lavede et slags ""marked"", hvor de kommende vejledere kunne være sparringspartnere ift. potentielle emner og dermed give inspiration.",
Aalborg,3,Semester,"Der var en tydelig sammenhæng mellem kurser og projekt. Det er imidlertid den sidste forelæsning i DEB (24/11), der vedrører, hvordan dette kursus spiller sammen med SU, og det kunne godt have ligget nogle uger tidligere, da er relevant for projektet tidligere.",,
Aalborg,3,Studiemiljø,"Ift. kantine: gode sandwiches. Nice betalingsform med selvbetjening.     Cassiopeia er tilfredsstillende som helhed, og det er rart at vide, at man deler bygning med andre IT-studerende. Dog svært at opretholde fællesskab grundet corona.","En skam, at kantinen ikke var åben hver dag. Der kunne også godt være et større udvalg i kantinen.     Grundet corona var der mindre fokus på sociale aktiviteter og eksterne samarbejder ifm. F-klubben. Det savnede vi, da det var svært at skabe et fællesskab på tværs af årgangen.     I vores grupperum (lokale 5.1.16) var der ikke nok stole ift. antallet af gruppemedlemmer, hvorfor vi skulle stjæle dem fra andre grupperum. Det kunne godt være ordnet på forhånd til næste gang, der tildeles grupperum.     Vi savnede muligheden for at have elkedel, toastjern o.lign. i vores grupperum, da vi fik at vide i starten af semesteret, at dette var forbudt.",
